0,0,-0.0764162592657878
0.05774467022710264,-0.08122808264515302,-0.09433050469559874
0.0391665733536887,-0.04673388790854809,1
0,0,0.9061179966067107
0,1,0.03729677083581595
0.052740199026297896,1,0
-0.053826691691803145,1,0.9437562074675377
-0.016764012221130775,1.0832539671010588,1
1,0,-0.07582200803883872
0.9606737021865835,0.017516121228711892,0
0.9960453946035206,0.04874613105863965,1
0.9734247662854176,0.07654640481329075,1
1.032751560968796,1,-0.07841374758118003
1,0.9979387040924517,-0.0940850072066186
1,1.0294312330638604,0.9337188594076612
1,1,1
